CODGEO;CODGEO;LIBGEO;DENS;LIBDENS;PMUN21;P1;P2;P3;P4;P5;P6;P7;Département;Région;NB_F303;NB_F303_NB_SALLES;NB_F305;NB_F307;NB_F311;NB_F312;NB_F313;NB_F314;NB_F315;NB_F315_NB_SALLES;NB_D201;NB_D202;NB_D203;NB_D206;NB_D207;NB_D208;NB_D210;NB_D212;NB_D214;NB_D231;NB_D232;NB_D233;NB_D235;NB_D237;NB_D238;NB_D240;NB_D243
63178;63178;Issoire;2;Centres urbains intermédiaires;15014;0,0;67,4;0,0;28,7;0,0;2,9;1,0;Puy-de-DÃ´me;Auvergne-RhÃ´ne-Alpes;1;3;0;1;0;0;1;1;0;0;27;4;1;2;2;2;1;2;1;3;47;38;13;10;1;1;9
63284;63284;Pont-du-Château;2;Centres urbains intermédiaires;12459;0,0;56,7;0,0;39,6;0,0;3,4;0,3;Puy-de-DÃ´me;Auvergne-RhÃ´ne-Alpes;0;0;0;1;0;0;0;0;0;0;11;0;2;0;0;1;0;1;0;3;18;15;6;3;0;0;2
63300;63300;Riom;2;Centres urbains intermédiaires;18736;0,0;69,0;0,0;26,4;0,0;3,2;1,5;Puy-de-DÃ´me;Auvergne-RhÃ´ne-Alpes;1;0;0;2;1;2;0;1;0;0;17;2;3;4;2;2;7;2;1;5;30;27;15;8;0;1;16
63430;63430;Thiers;3;Petites villes;11633;0,0;0,0;79,0;0,0;0,0;18,8;2,2;Puy-de-DÃ´me;Auvergne-RhÃ´ne-Alpes;1;3;1;1;0;2;0;1;1;3;9;1;1;0;3;1;0;0;2;2;14;11;2;4;0;3;4
64129;64129;Billère;1;Grands centres urbains;13866;89,2;0,0;0,0;10,8;0,0;0,1;0,0;PyrÃ©nÃ©es-Atlantiques;Nouvelle-Aquitaine;0;0;0;1;0;0;0;0;1;0;28;0;0;0;2;0;2;5;0;1;25;21;2;5;2;5;10
64260;64260;Hendaye;1;Grands centres urbains;17796;74,4;0,0;0,0;24,6;0,0;1,0;0,0;PyrÃ©nÃ©es-Atlantiques;Nouvelle-Aquitaine;1;1;0;1;0;1;0;0;1;1;15;4;1;4;1;1;1;0;0;2;40;54;4;6;1;1;4
64348;64348;Lons;1;Grands centres urbains;13915;71,5;0,0;0,0;25,6;0,0;2,6;0,3;PyrÃ©nÃ©es-Atlantiques;Nouvelle-Aquitaine;0;0;0;1;0;0;0;0;1;1;10;0;0;0;1;0;0;0;0;2;14;14;0;2;0;0;4
64422;64422;Oloron-Sainte-Marie;3;Petites villes;10616;0,0;0,0;90,0;0,0;0,0;6,7;3,2;PyrÃ©nÃ©es-Atlantiques;Nouvelle-Aquitaine;1;3;0;1;0;0;0;0;1;1;18;3;0;0;1;2;0;17;1;3;40;40;4;7;1;1;8
64430;64430;Orthez;3;Petites villes;10684;0,0;0,0;73,3;0,0;0,0;23,9;2,7;PyrÃ©nÃ©es-Atlantiques;Nouvelle-Aquitaine;1;2;0;2;0;2;0;0;0;0;9;4;2;3;3;8;1;13;1;2;23;17;3;5;4;1;3
64483;64483;Saint-Jean-de-Luz;2;Centres urbains intermédiaires;14601;0,0;64,7;0,0;29,1;0,0;5,7;0,5;PyrÃ©nÃ©es-Atlantiques;Nouvelle-Aquitaine;1;5;0;1;1;0;0;0;0;0;42;15;3;6;3;13;1;25;6;4;58;66;11;8;2;0;6
64545;64545;Urrugne;4;Ceintures urbaines;10543;12,3;2,0;0,0;44,0;8,1;31,0;2,7;PyrÃ©nÃ©es-Atlantiques;Nouvelle-Aquitaine;1;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;3;24;26;4;3;0;0;1
65286;65286;Lourdes;2;Centres urbains intermédiaires;13509;0,0;59,4;0,0;35,8;0,0;4,2;0,6;Hautes-PyrÃ©nÃ©es;Occitanie;4;6;0;1;1;1;0;0;0;0;24;1;0;0;0;1;1;1;0;3;52;23;6;10;0;1;7
66008;66008;Argelès-sur-Mer;2;Centres urbains intermédiaires;10792;0,0;60,3;0,0;21,2;0,0;15,3;3,2;PyrÃ©nÃ©es-Orientales;Occitanie;1;1;0;1;0;0;0;0;0;0;14;4;1;0;0;5;0;13;2;3;36;44;3;6;1;0;4
66028;66028;Cabestany;1;Grands centres urbains;10338;73,9;0,0;0,0;23,3;0,0;2,5;0,3;PyrÃ©nÃ©es-Orientales;Occitanie;1;1;0;2;0;0;0;0;0;0;39;4;2;3;5;0;8;23;4;2;22;51;8;6;1;0;13
66037;66037;Canet-en-Roussillon;3;Petites villes;12598;0,0;0,0;95,1;0,0;0,0;4,3;0,6;PyrÃ©nÃ©es-Orientales;Occitanie;1;0;0;1;0;1;0;0;0;0;11;1;0;0;2;1;1;0;2;2;45;33;6;3;1;0;9
66141;66141;Pia;2;Centres urbains intermédiaires;10733;0,0;71,1;0,0;24,5;0,0;3,4;1,0;PyrÃ©nÃ©es-Orientales;Occitanie;0;0;0;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;20;10;6;1;0;1;1
66171;66171;Saint-Cyprien;4;Ceintures urbaines;11398;0,0;32,1;0,0;63,7;0,0;4,1;0,1;PyrÃ©nÃ©es-Orientales;Occitanie;0;0;0;1;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;34;28;4;2;1;0;2
66172;66172;Saint-Estève;1;Grands centres urbains;11550;73,5;0,0;0,0;21,0;0,0;5,5;0,0;PyrÃ©nÃ©es-Orientales;Occitanie;0;0;0;1;0;0;0;0;0;0;14;0;1;0;1;0;2;2;0;1;33;35;6;4;1;0;4
66180;66180;Saint-Laurent-de-la-Salanque;2;Centres urbains intermédiaires;10010;0,0;72,6;0,0;19,8;0,0;6,6;0,9;PyrÃ©nÃ©es-Orientales;Occitanie;0;0;0;1;0;0;0;0;0;0;11;1;0;0;0;2;0;8;1;0;28;18;2;7;2;0;1
67043;67043;Bischheim;1;Grands centres urbains;17939;99,5;0,0;0,0;0,4;0,0;0,0;0,2;Bas-Rhin;Grand Est;0;0;0;1;0;0;0;0;0;0;17;2;0;0;1;1;2;0;0;3;28;20;13;1;0;0;0
67046;67046;Bischwiller;2;Centres urbains intermédiaires;12435;0,0;56,5;0,0;41,0;0,0;2,4;0,1;Bas-Rhin;Grand Est;1;0;0;1;0;0;0;0;2;2;12;3;1;0;1;2;1;4;1;2;18;15;13;4;0;0;1
67067;67067;Brumath;2;Centres urbains intermédiaires;10238;0,0;53,9;0,0;39,9;0,0;6,0;0,2;Bas-Rhin;Grand Est;1;14;0;1;0;0;1;0;0;0;11;0;2;1;1;1;1;1;2;2;17;22;6;3;0;0;6
67130;67130;Erstein;2;Centres urbains intermédiaires;10887;0,0;80,0;0,0;4,2;10,2;4,3;1,3;Bas-Rhin;Grand Est;1;2;0;1;0;0;0;1;0;0;14;6;0;1;1;0;0;18;0;3;22;10;7;3;0;0;1
67204;67204;Hœnheim;1;Grands centres urbains;11469;90,2;0,0;0,0;8,8;0,0;0,9;0,0;Bas-Rhin;Grand Est;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0;0;0;0;0;1;11;23;3;2;0;0;3
67348;67348;Obernai;2;Centres urbains intermédiaires;12216;0,0;69,4;0,0;24,2;1,1;5,0;0,4;Bas-Rhin;Grand Est;1;1;1;1;1;0;0;0;1;1;19;2;1;1;2;3;2;4;4;4;17;34;10;6;2;0;10
67365;67365;Ostwald;1;Grands centres urbains;13310;99,9;0,0;0,0;0,0;0,0;0,0;0,1;Bas-Rhin;Grand Est;0;0;0;0;0;0;0;0;1;2;15;0;0;0;0;0;0;0;0;1;14;27;5;4;0;0;2
67437;67437;Saverne;2;Centres urbains intermédiaires;11390;0,0;81,2;0,0;17,2;0,0;1,3;0,3;Bas-Rhin;Grand Est;1;0;0;1;0;1;1;1;1;1;19;3;3;4;3;3;1;0;0;4;21;29;7;8;1;1;10
67462;67462;Sélestat;2;Centres urbains intermédiaires;19300;0,0;77,5;0,0;19,9;0,0;2,2;0,5;Bas-Rhin;Grand Est;1;3;0;1;1;1;0;1;1;1;25;3;2;1;6;12;1;7;1;16;26;37;7;8;1;2;16
68063;68063;Cernay;2;Centres urbains intermédiaires;11745;0,0;62,9;0,0;36,2;0,0;0,7;0,3;Haut-Rhin;Grand Est;1;1;0;1;0;1;0;1;1;1;17;2;1;0;0;0;1;0;1;1;12;18;7;3;1;0;5
68112;68112;Guebwiller;2;Centres urbains intermédiaires;11137;0,0;93,2;0,0;6,1;0,0;0,7;0,0;Haut-Rhin;Grand Est;1;5;0;1;0;2;1;1;0;0;7;2;1;0;1;1;1;2;0;5;23;12;5;1;0;0;3
68154;68154;Illzach;1;Grands centres urbains;14829;91,1;0,0;0,0;8,2;0,0;0,6;0,1;Haut-Rhin;Grand Est;0;0;0;1;0;0;1;1;1;1;10;0;1;0;0;0;0;21;0;0;15;10;4;2;1;0;2
68166;68166;Kingersheim;1;Grands centres urbains;13178;99,5;0,0;0,0;0,5;0,0;0,0;0,0;Haut-Rhin;Grand Est;0;0;0;1;0;0;0;0;0;0;8;0;0;0;0;0;1;0;0;1;17;13;4;2;0;2;4
68256;68256;Pfastatt;1;Grands centres urbains;10237;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Haut-Rhin;Grand Est;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;15;7;0;1;1;0;1
68271;68271;Riedisheim;1;Grands centres urbains;12163;80,4;0,0;0,0;17,5;0,0;1,9;0,2;Haut-Rhin;Grand Est;0;0;0;1;0;0;1;1;0;0;9;0;0;0;1;2;2;6;1;1;20;17;4;3;1;0;8
68278;68278;Rixheim;1;Grands centres urbains;13795;70,8;0,0;0,0;26,3;0,0;2,8;0,1;Haut-Rhin;Grand Est;1;1;0;0;0;1;0;1;1;1;10;4;0;0;1;2;1;2;1;2;13;30;2;3;0;0;4
68375;68375;Wittelsheim;4;Ceintures urbaines;10334;0,0;0,0;0,0;95,9;0,0;3,6;0,5;Haut-Rhin;Grand Est;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;7;7;2;6;0;0;1
68376;68376;Wittenheim;1;Grands centres urbains;15262;87,2;0,0;0,0;11,5;0,0;1,2;0,2;Haut-Rhin;Grand Est;1;1;0;1;0;0;0;0;0;0;10;0;0;0;0;3;0;5;1;1;17;12;1;2;1;0;2
69019;69019;Belleville-en-Beaujolais;2;Centres urbains intermédiaires;13542;0,0;53,5;0,0;38,9;0,0;6,2;1,4;RhÃ´ne;Auvergne-RhÃ´ne-Alpes;1;0;0;1;0;0;0;0;0;0;13;1;1;0;0;1;3;11;0;5;29;16;8;6;0;5;5
69027;69027;Brignais;2;Centres urbains intermédiaires;12388;0,0;51,9;0,0;45,3;0,0;2,9;0,0;RhÃ´ne;Auvergne-RhÃ´ne-Alpes;1;15;0;1;1;0;0;1;1;1;13;0;1;0;0;0;0;0;1;8;32;17;10;9;1;1;6
69069;69069;Craponne;1;Grands centres urbains;11903;82,9;0,0;0,0;17,1;0,0;0,0;0,0;RhÃ´ne;Auvergne-RhÃ´ne-Alpes;1;1;0;1;0;0;0;0;0;0;14;2;2;0;2;0;5;4;1;2;35;39;9;8;1;1;8
69081;69081;Écully;1;Grands centres urbains;18361;84,2;0,0;0,0;15,8;0,0;0,0;0,0;RhÃ´ne;Auvergne-RhÃ´ne-Alpes;1;1;0;2;0;0;0;0;1;1;31;10;2;7;15;11;25;10;25;7;24;37;10;5;1;0;20
69089;69089;Francheville;1;Grands centres urbains;15204;71,9;0,0;0,0;27,7;0,0;0,5;0,0;RhÃ´ne;Auvergne-RhÃ´ne-Alpes;1;1;0;2;0;0;0;0;0;0;9;0;0;0;1;0;1;0;0;0;14;36;8;4;1;0;8
69199;69199;Saint-Fons;1;Grands centres urbains;19360;100,0;0,0;0,0;0,0;0,0;0,0;0,0;RhÃ´ne;Auvergne-RhÃ´ne-Alpes;0;0;1;2;0;0;0;1;1;1;10;2;0;1;0;1;0;0;0;2;26;11;12;1;1;2;3
69243;69243;Tarare;2;Centres urbains intermédiaires;10428;0,0;65,2;0,0;30,7;0,0;3,6;0,6;RhÃ´ne;Auvergne-RhÃ´ne-Alpes;1;2;0;1;0;0;0;1;0;0;7;0;0;2;1;6;2;2;1;2;16;6;9;4;1;1;4
69271;69271;Chassieu;1;Grands centres urbains;11092;79,5;0,0;0,0;18,6;0,0;1,9;0,1;RhÃ´ne;Auvergne-RhÃ´ne-Alpes;0;0;1;1;0;0;0;1;1;1;9;0;0;0;1;0;1;0;0;0;5;12;3;1;0;2;5
69273;69273;Corbas;1;Grands centres urbains;10932;79,8;0,0;0,0;19,6;0,0;0,1;0,5;RhÃ´ne;Auvergne-RhÃ´ne-Alpes;0;0;0;1;0;0;0;0;1;1;28;0;1;0;0;0;0;0;0;2;14;6;5;3;2;5;4
69277;69277;Genas;4;Ceintures urbaines;13483;0,0;38,4;0,0;60,9;0,0;0,0;0,6;RhÃ´ne;Auvergne-RhÃ´ne-Alpes;0;0;0;1;0;0;0;1;0;0;10;1;0;0;0;1;0;2;1;2;4;14;11;5;1;4;11
69283;69283;Mions;2;Centres urbains intermédiaires;13707;3,8;50,2;0,0;44,1;0,0;1,8;0,1;RhÃ´ne;Auvergne-RhÃ´ne-Alpes;0;0;0;1;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;3;16;19;7;5;0;1;5
70285;70285;Héricourt;2;Centres urbains intermédiaires;10478;0,0;55,9;0,0;32,7;4,3;7,0;0,1;Haute-SaÃ´ne;Bourgogne-Franche-ComtÃ©;0;0;0;1;0;0;0;1;0;0;13;0;0;0;1;0;0;0;0;3;21;7;2;2;0;0;5
70550;70550;Vesoul;2;Centres urbains intermédiaires;15130;0,0;79,8;0,0;17,8;0,0;2,0;0,3;Haute-SaÃ´ne;Bourgogne-Franche-ComtÃ©;2;1;1;2;0;1;1;3;1;1;21;1;2;3;4;2;0;13;3;2;19;23;2;13;4;0;12
71014;71014;Autun;2;Centres urbains intermédiaires;13145;0,0;55,5;0,0;25,3;0,0;16,5;2,6;SaÃ´ne-et-Loire;Bourgogne-Franche-ComtÃ©;1;4;1;2;0;4;0;0;1;1;16;2;0;5;0;1;0;3;0;1;18;17;8;5;0;0;6
71306;71306;Montceau-les-Mines;2;Centres urbains intermédiaires;16831;0,0;48,8;0,0;46,3;0,0;4,9;0,1;SaÃ´ne-et-Loire;Bourgogne-Franche-ComtÃ©;1;3;1;1;0;0;0;0;2;3;12;2;1;1;3;2;1;10;2;0;40;19;2;4;0;0;4
72003;72003;Allonnes;2;Centres urbains intermédiaires;11013;0,0;53,7;0,0;39,2;0,0;4,9;2,2;Sarthe;Pays de la Loire;0;0;0;1;0;1;0;0;1;1;9;0;0;0;0;1;0;0;0;2;9;2;2;1;0;0;0
72154;72154;La Flèche;3;Petites villes;14937;0,0;37,7;0,0;47,0;0,0;11,4;3,9;Sarthe;Pays de la Loire;1;2;0;1;0;0;0;0;1;1;10;1;0;2;1;2;0;4;1;2;13;12;4;5;1;1;5
72264;72264;Sablé-sur-Sarthe;2;Centres urbains intermédiaires;12096;0,0;52,7;0,0;38,0;0,0;7,3;2,0;Sarthe;Pays de la Loire;2;1;1;1;0;0;0;0;1;1;13;1;1;1;0;2;0;2;0;2;19;10;3;3;0;0;2
73011;73011;Albertville;2;Centres urbains intermédiaires;19812;0,0;82,4;0,0;13,1;0,0;4,3;0,2;Savoie;Auvergne-RhÃ´ne-Alpes;2;3;1;1;2;1;0;1;1;1;18;1;1;0;1;6;1;15;1;7;23;52;7;5;3;3;14
73179;73179;La Motte-Servolex;1;Grands centres urbains;12299;64,7;0,0;0,0;18,3;0,2;16,7;0,1;Savoie;Auvergne-RhÃ´ne-Alpes;0;0;0;1;0;0;0;0;1;1;13;1;1;0;0;1;1;1;2;3;17;22;5;4;0;1;12
74042;74042;Bonneville;2;Centres urbains intermédiaires;12895;0,0;75,8;0,0;11,7;5,3;5,9;1,4;Haute-Savoie;Auvergne-RhÃ´ne-Alpes;0;0;0;1;0;0;0;0;0;0;13;1;1;0;0;0;0;1;0;8;8;17;3;4;0;0;7
74081;74081;Cluses;2;Centres urbains intermédiaires;17164;0,0;86,5;0,0;13,2;0,0;0,3;0,1;Haute-Savoie;Auvergne-RhÃ´ne-Alpes;2;2;0;1;0;0;0;1;1;1;14;3;0;3;0;2;0;4;1;2;12;32;5;9;0;3;7
74133;74133;Gaillard;1;Grands centres urbains;10175;92,3;0,0;0,0;7,7;0,0;0,0;0,0;Haute-Savoie;Auvergne-RhÃ´ne-Alpes;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;1;0;4;2;0;3;0;0;2
74208;74208;Passy;4;Ceintures urbaines;11068;0,0;0,0;0,0;88,1;0,0;10,9;1,0;Haute-Savoie;Auvergne-RhÃ´ne-Alpes;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;1;17;17;2;1;0;0;2
74224;74224;La Roche-sur-Foron;2;Centres urbains intermédiaires;11263;0,0;70,6;0,0;16,9;0,0;11,7;0,8;Haute-Savoie;Auvergne-RhÃ´ne-Alpes;1;1;0;1;0;0;0;1;0;0;6;0;0;0;0;0;0;1;0;7;9;17;6;5;0;1;7
74225;74225;Rumilly;2;Centres urbains intermédiaires;15998;0,0;68,3;0,0;21,2;0,0;10,4;0,1;Haute-Savoie;Auvergne-RhÃ´ne-Alpes;1;0;0;1;0;1;0;0;0;0;13;0;0;0;0;0;0;6;0;4;17;37;8;5;1;0;6
74243;74243;Saint-Julien-en-Genevois;1;Grands centres urbains;15840;87,3;0,0;0,0;9,6;0,0;2,8;0,3;Haute-Savoie;Auvergne-RhÃ´ne-Alpes;1;1;0;1;0;0;0;0;0;0;10;3;1;1;0;1;1;17;2;0;4;10;6;5;0;3;7
74256;74256;Sallanches;2;Centres urbains intermédiaires;17133;0,0;64,1;0,0;24,1;0,4;11,0;0,5;Haute-Savoie;Auvergne-RhÃ´ne-Alpes;1;10;0;1;1;0;0;0;1;1;20;1;3;0;1;2;1;17;2;7;24;42;19;7;0;3;16
76057;76057;Barentin;4;Ceintures urbaines;12154;0,0;0,4;0,0;98,4;0,0;0,6;0,6;Seine-Maritime;Normandie;1;1;0;1;0;1;0;0;0;0;16;2;1;0;0;0;0;2;1;2;15;13;7;2;1;0;1
76108;76108;Bois-Guillaume;1;Grands centres urbains;14262;89,2;0,0;0,0;9,1;0,0;1,4;0,4;Seine-Maritime;Normandie;0;0;0;0;0;0;0;0;0;0;18;6;6;6;2;1;0;2;5;1;13;32;14;6;0;5;9
76114;76114;Bolbec;2;Centres urbains intermédiaires;11635;0,0;71,6;0,0;24,1;0,0;4,1;0,3;Seine-Maritime;Normandie;1;2;0;1;0;0;0;1;0;0;5;0;0;0;0;2;0;9;0;2;25;9;3;3;1;0;0
76157;76157;Canteleu;1;Grands centres urbains;13966;76,0;0,0;0,0;20,5;0,0;3,1;0,4;Seine-Maritime;Normandie;1;1;0;1;0;2;0;0;1;1;12;0;1;0;0;0;0;3;0;1;22;4;1;3;0;0;4
76165;76165;Caudebec-lès-Elbeuf;2;Centres urbains intermédiaires;10135;0,0;87,8;0,0;12,0;0,0;0,2;0,0;Seine-Maritime;Normandie;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;14;3;0;0;0;0;2
76216;76216;Déville-lès-Rouen;1;Grands centres urbains;10745;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Seine-Maritime;Normandie;0;0;0;1;0;0;0;1;1;1;9;0;0;0;0;0;0;0;1;1;7;11;2;3;0;0;4
76231;76231;Elbeuf;2;Centres urbains intermédiaires;15951;0,0;80,1;0,0;17,7;0,1;2,0;0,0;Seine-Maritime;Normandie;1;5;0;1;0;1;0;1;1;0;20;2;0;1;0;1;0;0;1;0;21;5;4;5;0;0;4
76259;76259;Fécamp;2;Centres urbains intermédiaires;18016;0,0;69,0;0,0;28,4;0,0;2,1;0,5;Seine-Maritime;Normandie;1;4;1;3;1;1;0;1;1;1;15;0;0;2;1;2;1;1;1;7;49;15;8;6;0;0;4
76410;76410;Maromme;1;Grands centres urbains;11024;75,5;0,0;0,0;24,4;0,0;0,1;0,0;Seine-Maritime;Normandie;1;0;0;2;0;0;0;0;0;0;16;2;0;0;0;0;3;3;0;0;20;10;2;5;0;0;0
76447;76447;Montivilliers;2;Centres urbains intermédiaires;15457;0,0;53,8;0,0;43,0;0,0;2,6;0,6;Seine-Maritime;Normandie;1;0;0;3;0;0;0;0;0;0;9;0;0;0;1;0;1;4;0;3;24;10;3;2;1;0;3
76476;76476;Port-Jérôme-sur-Seine;4;Ceintures urbaines;10387;0,0;0,0;0,0;81,7;0,0;16,4;1,9;Seine-Maritime;Normandie;1;3;0;1;0;0;0;0;1;1;7;0;0;0;0;0;0;0;0;0;6;6;0;3;0;0;0
76484;76484;Oissel;2;Centres urbains intermédiaires;12367;15,3;52,9;0,0;26,6;0,0;4,3;1,0;Seine-Maritime;Normandie;1;1;0;1;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;16;3;0;5;0;1;1
76758;76758;Yvetot;2;Centres urbains intermédiaires;11385;0,0;85,1;0,0;9,2;0,0;5,7;0,1;Seine-Maritime;Normandie;1;7;1;2;1;2;0;1;0;0;23;5;1;5;10;3;2;4;4;3;20;14;7;6;2;0;4
77014;77014;Avon;2;Centres urbains intermédiaires;13660;0,0;93,9;0,0;6,1;0,0;0,0;0,0;Seine-et-Marne;Ãle-de-France;0;0;0;1;0;1;0;0;0;0;13;0;0;0;0;1;1;7;1;1;13;13;3;3;0;1;9
77053;77053;Brie-Comte-Robert;2;Centres urbains intermédiaires;19213;0,0;88,0;0,0;6,4;0,0;5,2;0,4;Seine-et-Marne;Ãle-de-France;1;0;0;1;0;0;0;0;0;0;21;0;0;0;1;1;0;0;1;1;17;15;3;4;0;4;3
77067;77067;Cesson;2;Centres urbains intermédiaires;11140;0,0;92,9;0,0;5,1;0,0;1,7;0,3;Seine-et-Marne;Ãle-de-France;0;0;0;1;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;8;6;4;2;0;1;4
77118;77118;Claye-Souilly;2;Centres urbains intermédiaires;12282;0,0;68,2;0,0;26,4;0,0;4,8;0,7;Seine-et-Marne;Ãle-de-France;0;0;0;1;0;0;0;0;0;0;8;0;1;0;0;1;1;2;1;1;7;12;3;3;0;1;8
77131;77131;Coulommiers;2;Centres urbains intermédiaires;15250;0,0;84,4;0,0;13,1;0,0;2,4;0,1;Seine-et-Marne;Ãle-de-France;1;4;1;2;0;1;0;0;0;0;15;2;0;0;0;2;1;14;1;0;16;10;8;6;1;4;8
77153;77153;Dammartin-en-Goële;2;Centres urbains intermédiaires;11272;0,0;70,9;0,0;28,9;0,0;0,0;0,1;Seine-et-Marne;Ãle-de-France;0;0;0;1;0;0;0;0;0;0;6;1;0;1;1;1;1;3;2;1;4;5;2;4;2;4;1
77186;77186;Fontainebleau;2;Centres urbains intermédiaires;15945;0,0;92,2;0,0;7,2;0,0;0,0;0,5;Seine-et-Marne;Ãle-de-France;2;5;1;1;0;2;1;1;1;1;34;4;2;4;9;8;2;14;7;4;24;35;9;10;1;6;32
77251;77251;Lieusaint;2;Centres urbains intermédiaires;13808;0,0;87,9;0,0;11,8;0,0;0,0;0,3;Seine-et-Marne;Ãle-de-France;1;0;0;1;0;0;0;2;1;2;12;9;0;0;0;5;2;12;3;2;9;13;6;4;0;2;4
77258;77258;Lognes;1;Grands centres urbains;14650;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Seine-et-Marne;Ãle-de-France;0;0;0;1;0;0;0;0;0;0;9;0;1;0;0;1;1;0;1;5;8;4;0;2;0;0;2
77296;77296;Moissy-Cramayel;2;Centres urbains intermédiaires;18248;0,0;93,9;0,0;5,8;0,0;0,0;0,4;Seine-et-Marne;Ãle-de-France;1;1;0;2;0;0;0;0;0;0;17;0;1;0;0;1;1;0;0;1;9;7;1;3;0;0;2
77307;77307;Montévrain;1;Grands centres urbains;13934;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Seine-et-Marne;Ãle-de-France;0;0;0;1;0;0;0;1;0;0;3;2;0;0;0;0;1;10;3;4;7;14;4;7;0;4;2
77316;77316;Moret-Loing-et-Orvanne;2;Centres urbains intermédiaires;12581;0,0;57,0;0,0;32,1;2,7;6,7;1,5;Seine-et-Marne;Ãle-de-France;0;0;0;2;0;1;0;0;0;0;9;0;0;0;2;0;2;0;0;3;21;11;9;5;1;1;5
77333;77333;Nemours;2;Centres urbains intermédiaires;13189;0,0;84,6;0,0;14,4;0,0;0,7;0,3;Seine-et-Marne;Ãle-de-France;1;3;0;1;0;2;0;1;0;0;14;0;2;0;1;2;2;0;1;3;14;12;4;4;0;2;9
77337;77337;Noisiel;1;Grands centres urbains;15461;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Seine-et-Marne;Ãle-de-France;1;2;1;1;0;1;0;1;1;5;11;0;0;0;2;0;1;0;0;0;9;10;7;2;0;2;6
77379;77379;Provins;2;Centres urbains intermédiaires;11958;0,0;73,1;0,0;25,1;0,0;1,7;0,2;Seine-et-Marne;Ãle-de-France;1;4;0;1;0;1;1;1;0;0;13;2;1;0;0;4;1;4;2;3;26;11;5;4;2;1;5
77407;77407;Saint-Fargeau-Ponthierry;3;Petites villes;14516;0,0;47,3;0,0;50,9;0,0;1,3;0,5;Seine-et-Marne;Ãle-de-France;1;1;0;1;0;0;0;0;1;1;4;2;0;0;1;0;0;1;2;3;18;6;4;7;0;1;6
77464;77464;Thorigny-sur-Marne;1;Grands centres urbains;10405;79,9;0,0;0,0;19,6;0,0;0,4;0,1;Seine-et-Marne;Ãle-de-France;0;0;0;1;0;0;0;0;1;1;7;1;0;0;0;0;0;0;1;2;7;10;0;3;0;1;4
77479;77479;Vaires-sur-Marne;1;Grands centres urbains;13518;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Seine-et-Marne;Ãle-de-France;1;1;1;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;7;7;0;3;0;0;5
77487;77487;Vaux-le-Pénil;1;Grands centres urbains;11174;91,1;0,0;0,0;6,7;0,0;2,2;0,1;Seine-et-Marne;Ãle-de-France;1;1;1;1;1;0;0;0;1;3;2;0;0;0;1;0;2;0;0;1;7;4;3;1;0;2;7
78015;78015;Andrésy;1;Grands centres urbains;13230;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Yvelines;Ãle-de-France;0;0;0;1;0;0;0;0;0;0;14;1;1;0;0;1;0;0;0;0;11;15;1;4;1;0;5
78029;78029;Aubergenville;2;Centres urbains intermédiaires;12317;0,0;55,1;0,0;43,4;0,0;0,9;0,7;Yvelines;Ãle-de-France;1;1;1;1;0;0;0;0;0;0;17;1;0;5;1;2;0;3;1;2;7;4;6;2;0;1;0
78073;78073;Bois-d'Arcy;1;Grands centres urbains;15435;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Yvelines;Ãle-de-France;1;1;0;1;0;0;0;0;1;1;13;2;1;1;0;2;0;3;0;2;9;17;6;4;0;0;6
78123;78123;Carrières-sous-Poissy;1;Grands centres urbains;18316;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Yvelines;Ãle-de-France;0;0;0;1;0;0;0;1;0;0;8;0;0;0;0;0;0;0;0;1;7;16;1;3;0;0;2
78124;78124;Carrières-sur-Seine;1;Grands centres urbains;15038;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Yvelines;Ãle-de-France;0;0;1;1;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;1;10;8;3;3;0;0;6
78138;78138;Chanteloup-les-Vignes;1;Grands centres urbains;10735;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Yvelines;Ãle-de-France;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;4;1;1;0;0;0;1
